rsi1,rsi2,rsi3,rsi4,rsi5,rsi6,stoch1,stoch2,stoch3,stoch4,stoch5,stoch6,ema20Slope1,ema20Slope2,ema20Slope3,ema20Slope4,ema20Slope5,ema20Slope6,ema50Slope1,ema50Slope2,ema50Slope3,ema50Slope4,ema50Slope5,ema50Slope6,ema100Slope1,ema100Slope2,ema100Slope3,ema100Slope4,ema100Slope5,ema100Slope6,ema200Slope1,ema200Slope2,ema200Slope3,ema200Slope4,ema200Slope5,ema200Slope6,std1,std2,std3,std4,std5,std6,mom1,mom2,mom3,mom4,mom5,mom6,BB_up_percen1,BB_up_percen2,BB_up_percen3,BB_up_percen4,BB_up_percen5,BB_up_percen6,cci1,cci2,cci3,cci4,cci5,cci6,force1,force2,force3,force4,force5,force6,macd1,macd2,macd3,macd4,macd5,macd6,bearsPower1,bearsPower2,bearsPower3,bearsPower4,bearsPower5,bearsPower6,bullsPower1,bullsPower2,bullsPower3,bullsPower4,bullsPower5,bullsPower6,WPR1,WPR2,WPR3,WPR4,WPR5,WPR6,close1,close2,close3,close4,close5,close6,hour,dayOfWeek,tipo
48.03,50.72,50.34,49.16,46.27,47.86,65.97,70.98,58.69,53.06,54.91,43.14,-0.00003,0.00005,0.00004,0.00001,-0.00008,-0.00003,-0.00003,0,0,-0.00002,-0.00005,-0.00003,0.00004,0.00006,0.00006,0.00005,0.00003,0.00004,-1.10986,0.00012,0.00012,0.00011,0.00011,0.00011,0.00149,0.00163,0.0016,0.00158,0.00162,0.00186,100.02,100.19,100.14,100.37,100.23,100.03,0.6,0.75,0.74,0.68,0.5,0.54,57.71,97.76,70.7,43.22,19.04,61.72,0.14,0.44,0.94,0.73,4.42,3.85,-0.00042,-0.00045,-0.00056,-0.00067,-0.00077,-0.0008,-0.00027,0.00032,-0.00009,-0.00046,-0.00132,-0.00055,0.00173,0.00116,0.00082,0.00067,0.00134,0.00143,-52.56,-36.75,-39.1,-33.18,-46.27,-38.05,1.1207,1.1207,1.1207,1.1207,1.1207,1.1207,12,3,0
63.66,48.03,50.72,50.34,49.16,46.27,78.74,65.97,70.98,58.69,53.06,54.91,0.00051,-0.00003,0.00005,0.00004,0.00001,-0.00008,0.00019,-0.00003,0,0,-0.00002,-0.00005,0.00015,0.00004,0.00006,0.00006,0.00005,0.00003,-1.10997,0.00011,0.00012,0.00012,0.00011,0.00011,0.00208,0.00149,0.00163,0.0016,0.00158,0.00162,100.51,100.02,100.19,100.14,100.37,100.23,1.28,0.6,0.75,0.74,0.68,0.5,265.63,57.71,97.76,70.7,43.22,19.04,6.38,0.14,0.44,0.94,0.73,4.42,0.00005,-0.00042,-0.00045,-0.00056,-0.00067,-0.00077,-0.00184,-0.00027,0.00032,-0.00009,-0.00046,-0.00132,0.00519,0.00173,0.00116,0.00082,0.00067,0.00134,-5.81,-52.56,-36.75,-39.1,-33.18,-46.27,1.1263,1.1263,1.1263,1.1263,1.1263,1.1263,16,3,1
65.65,63.66,48.03,50.72,50.34,49.16,77.49,78.74,65.97,70.98,58.69,53.06,0.00055,0.00051,-0.00003,0.00005,0.00004,0.00001,0.00022,0.00019,-0.00003,0,0,-0.00002,0.00017,0.00015,0.00004,0.00006,0.00006,0.00005,-1.11013,0.00016,0.00011,0.00012,0.00012,0.00011,0.00247,0.00208,0.00149,0.00163,0.0016,0.00158,100.42,100.51,100.02,100.19,100.14,100.37,1.2,1.28,0.6,0.75,0.74,0.68,306.82,265.63,57.71,97.76,70.7,43.22,14.01,6.38,0.14,0.44,0.94,0.73,0.0005,0.00005,-0.00042,-0.00045,-0.00056,-0.00067,0.00379,-0.00184,-0.00027,0.00032,-0.00009,-0.00046,0.00716,0.00519,0.00173,0.00116,0.00082,0.00067,-20.56,-5.81,-52.56,-36.75,-39.1,-33.18,1.1273,1.1273,1.1273,1.1273,1.1273,1.1273,20,3,1
49.41,65.65,63.66,48.03,50.72,50.34,61.05,77.49,78.74,65.97,70.98,58.69,-0.00003,0.00055,0.00051,-0.00003,0.00005,0.00004,0,0.00022,0.00019,-0.00003,0,0,0.00005,0.00017,0.00015,0.00004,0.00006,0.00006,-1.1103,0.00017,0.00016,0.00011,0.00012,0.00012,0.00217,0.00247,0.00208,0.00149,0.00163,0.0016,100.03,100.42,100.51,100.02,100.19,100.14,0.56,1.2,1.28,0.6,0.75,0.74,76.06,306.82,265.63,57.71,97.76,70.7,4.91,14.01,6.38,0.14,0.44,0.94,0.0004,0.0005,0.00005,-0.00042,-0.00045,-0.00056,-0.00302,0.00379,-0.00184,-0.00027,0.00032,-0.00009,0.0065,0.00716,0.00519,0.00173,0.00116,0.00082,-70.74,-20.56,-5.81,-52.56,-36.75,-39.1,1.1217,1.1217,1.1217,1.1217,1.1217,1.1217,0,4,1
49.65,49.41,65.65,63.66,48.03,50.72,41.38,61.05,77.49,78.74,65.97,70.98,-0.00002,-0.00003,0.00055,0.00051,-0.00003,0.00005,0,0,0.00022,0.00019,-0.00003,0,0.00005,0.00005,0.00017,0.00015,0.00004,0.00006,-1.11042,0.00011,0.00017,0.00016,0.00011,0.00012,0.00211,0.00217,0.00247,0.00208,0.00149,0.00163,100.18,100.03,100.42,100.51,100.02,100.19,0.56,0.56,1.2,1.28,0.6,0.75,-5.91,76.06,306.82,265.63,57.71,97.76,0.97,4.91,14.01,6.38,0.14,0.44,0.00032,0.0004,0.0005,0.00005,-0.00042,-0.00045,-0.00172,-0.00302,0.00379,-0.00184,-0.00027,0.00032,-0.00005,0.0065,0.00716,0.00519,0.00173,0.00116,-69.84,-70.74,-20.56,-5.81,-52.56,-36.75,1.1218,1.1218,1.1218,1.1218,1.1218,1.1218,4,4,1
50.36,49.65,49.41,65.65,63.66,48.03,25.51,41.38,61.05,77.49,78.74,65.97,0.00001,-0.00002,-0.00003,0.00055,0.00051,-0.00003,0.00001,0,0,0.00022,0.00019,-0.00003,0.00006,0.00005,0.00005,0.00017,0.00015,0.00004,-1.11053,0.00011,0.00011,0.00017,0.00016,0.00011,0.00203,0.00211,0.00217,0.00247,0.00208,0.00149,100.15,100.18,100.03,100.42,100.51,100.02,0.58,0.56,0.56,1.2,1.28,0.6,17.07,-5.91,76.06,306.82,265.63,57.71,1.78,0.97,4.91,14.01,6.38,0.14,0.00029,0.00032,0.0004,0.0005,0.00005,-0.00042,-0.00074,-0.00172,-0.00302,0.00379,-0.00184,-0.00027,0.00062,-0.00005,0.0065,0.00716,0.00519,0.00173,-67.3,-69.84,-70.74,-20.56,-5.81,-52.56,1.1221,1.1221,1.1221,1.1221,1.1221,1.1221,8,4,1
41.01,50.36,49.65,49.41,65.65,63.66,17.9,25.51,41.38,61.05,77.49,78.74,-0.00039,0.00001,-0.00002,-0.00003,0.00055,0.00051,-0.00015,0.00001,0,0,0.00022,0.00019,-0.00002,0.00006,0.00005,0.00005,0.00017,0.00015,-1.11065,0.00012,0.00011,0.00011,0.00017,0.00016,0.00211,0.00203,0.00211,0.00217,0.00247,0.00208,99.87,100.15,100.18,100.03,100.42,100.51,0.09,0.58,0.56,0.56,1.2,1.28,-112.45,17.07,-5.91,76.06,306.82,265.63,-2.18,1.78,0.97,4.91,14.01,6.38,-0.00008,0.00029,0.00032,0.0004,0.0005,0.00005,-0.00409,-0.00074,-0.00172,-0.00302,0.00379,-0.00184,0.00055,0.00062,-0.00005,0.0065,0.00716,0.00519,-96.43,-67.3,-69.84,-70.74,-20.56,-5.81,1.1179,1.1179,1.1179,1.1179,1.1179,1.1179,12,4,1
36.18,41.01,50.36,49.65,49.41,65.65,9.8,17.9,25.51,41.38,61.05,77.49,-0.00061,-0.00039,0.00001,-0.00002,-0.00003,0.00055,-0.00026,-0.00015,0.00001,0,0,0.00022,-0.00008,-0.00002,0.00006,0.00005,0.00005,0.00017,-1.11072,0.00007,0.00012,0.00011,0.00011,0.00017,0.00249,0.00211,0.00203,0.00211,0.00217,0.00247,99.63,99.87,100.15,100.18,100.03,100.42,-0.09,0.09,0.58,0.56,0.56,1.2,-218.12,-112.45,17.07,-5.91,76.06,306.82,-12.97,-2.18,1.78,0.97,4.91,14.01,-0.00059,-0.00008,0.00029,0.00032,0.0004,0.0005,-0.0058,-0.00409,-0.00074,-0.00172,-0.00302,0.00379,-0.00219,0.00055,0.00062,-0.00005,0.0065,0.00716,-98.09,-96.43,-67.3,-69.84,-70.74,-20.56,1.1152,1.1152,1.1152,1.1152,1.1152,1.1152,16,4,0
35.56,36.18,41.01,50.36,49.65,49.41,6.49,9.8,17.9,25.51,41.38,61.05,-0.00059,-0.00061,-0.00039,0.00001,-0.00002,-0.00003,-0.00026,-0.00026,-0.00015,0.00001,0,0,-0.00009,-0.00008,-0.00002,0.00006,0.00005,0.00005,-1.11076,0.00004,0.00007,0.00012,0.00011,0.00011,0.00283,0.00249,0.00211,0.00203,0.00211,0.00217,99.43,99.63,99.87,100.15,100.18,100.03,-0.02,-0.09,0.09,0.58,0.56,0.56,-211.44,-218.12,-112.45,17.07,-5.91,76.06,-12.13,-12.97,-2.18,1.78,0.97,4.91,-0.00101,-0.00059,-0.00008,0.00029,0.00032,0.0004,-0.00666,-0.0058,-0.00409,-0.00074,-0.00172,-0.00302,-0.00408,-0.00219,0.00055,0.00062,-0.00005,0.0065,-90.22,-98.09,-96.43,-67.3,-69.84,-70.74,1.1148,1.1148,1.1148,1.1148,1.1148,1.1148,20,4,0
35.07,35.56,36.18,41.01,50.36,49.65,9.61,6.49,9.8,17.9,25.51,41.38,-0.00056,-0.00059,-0.00061,-0.00039,0.00001,-0.00002,-0.00026,-0.00026,-0.00026,-0.00015,0.00001,0,-0.00009,-0.00009,-0.00008,-0.00002,0.00006,0.00005,-1.1108,0.00004,0.00004,0.00007,0.00012,0.00011,0.00316,0.00283,0.00249,0.00211,0.00203,0.00211,99.45,99.43,99.63,99.87,100.15,100.18,0.03,-0.02,-0.09,0.09,0.58,0.56,-151,-211.44,-218.12,-112.45,17.07,-5.91,-4.33,-12.13,-12.97,-2.18,1.78,0.97,-0.00135,-0.00101,-0.00059,-0.00008,0.00029,0.00032,-0.00489,-0.00666,-0.0058,-0.00409,-0.00074,-0.00172,-0.0033,-0.00408,-0.00219,0.00055,0.00062,-0.00005,-91.99,-90.22,-98.09,-96.43,-67.3,-69.84,1.1145,1.1145,1.1145,1.1145,1.1145,1.1145,0,5,0
37.82,35.07,35.56,36.18,41.01,50.36,17.97,9.61,6.49,9.8,17.9,25.51,-0.00043,-0.00056,-0.00059,-0.00061,-0.00039,0.00001,-0.00022,-0.00026,-0.00026,-0.00026,-0.00015,0.00001,-0.00007,-0.00009,-0.00009,-0.00008,-0.00002,0.00006,-1.11084,0.00004,0.00004,0.00004,0.00007,0.00012,0.00338,0.00316,0.00283,0.00249,0.00211,0.00203,99.57,99.45,99.43,99.63,99.87,100.15,0.14,0.03,-0.02,-0.09,0.09,0.58,-113.49,-151,-211.44,-218.12,-112.45,17.07,-3.04,-4.33,-12.13,-12.97,-2.18,1.78,-0.00153,-0.00135,-0.00101,-0.00059,-0.00008,0.00029,-0.0043,-0.00489,-0.00666,-0.0058,-0.00409,-0.00074,-0.00302,-0.0033,-0.00408,-0.00219,0.00055,0.00062,-86.74,-91.99,-90.22,-98.09,-96.43,-67.3,1.1154,1.1154,1.1154,1.1154,1.1154,1.1154,4,5,0
35.97,37.82,35.07,35.56,36.18,41.01,19.56,17.97,9.61,6.49,9.8,17.9,-0.00048,-0.00043,-0.00056,-0.00059,-0.00061,-0.00039,-0.00025,-0.00022,-0.00026,-0.00026,-0.00026,-0.00015,-0.00009,-0.00007,-0.00009,-0.00009,-0.00008,-0.00002,-1.11088,0.00004,0.00004,0.00004,0.00004,0.00007,0.00364,0.00338,0.00316,0.00283,0.00249,0.00211,99.41,99.57,99.45,99.43,99.63,99.87,0.11,0.14,0.03,-0.02,-0.09,0.09,-98.4,-113.49,-151,-211.44,-218.12,-112.45,-3.63,-3.04,-4.33,-12.13,-12.97,-2.18,-0.00174,-0.00153,-0.00135,-0.00101,-0.00059,-0.00008,-0.00382,-0.0043,-0.00489,-0.00666,-0.0058,-0.00409,-0.00245,-0.00302,-0.0033,-0.00408,-0.00219,0.00055,-92.67,-86.74,-91.99,-90.22,-98.09,-96.43,1.1144,1.1144,1.1144,1.1144,1.1144,1.1144,8,5,0
44.69,35.97,37.82,35.07,35.56,36.18,40.24,19.56,17.97,9.61,6.49,9.8,-0.00016,-0.00048,-0.00043,-0.00056,-0.00059,-0.00061,-0.00012,-0.00025,-0.00022,-0.00026,-0.00026,-0.00026,-0.00003,-0.00009,-0.00007,-0.00009,-0.00009,-0.00008,-1.11092,0.00003,0.00004,0.00004,0.00004,0.00004,0.0037,0.00364,0.00338,0.00316,0.00283,0.00249,99.64,99.41,99.57,99.45,99.43,99.63,0.33,0.11,0.14,0.03,-0.02,-0.09,-59.52,-98.4,-113.49,-151,-211.44,-218.12,-5.32,-3.63,-3.04,-4.33,-12.13,-12.97,-0.00165,-0.00174,-0.00153,-0.00135,-0.00101,-0.00059,-0.00403,-0.00382,-0.0043,-0.00489,-0.00666,-0.0058,-0.00036,-0.00245,-0.00302,-0.0033,-0.00408,-0.00219,-74.88,-92.67,-86.74,-91.99,-90.22,-98.09,1.1173,1.1173,1.1173,1.1173,1.1173,1.1173,12,5,1
44.53,44.69,35.97,37.82,35.07,35.56,61.51,40.24,19.56,17.97,9.61,6.49,-0.00015,-0.00016,-0.00048,-0.00043,-0.00056,-0.00059,-0.00012,-0.00012,-0.00025,-0.00022,-0.00026,-0.00026,-0.00003,-0.00003,-0.00009,-0.00007,-0.00009,-0.00009,-1.11098,0.00006,0.00003,0.00004,0.00004,0.00004,0.00375,0.0037,0.00364,0.00338,0.00316,0.00283,99.62,99.64,99.41,99.57,99.45,99.43,0.33,0.33,0.11,0.14,0.03,-0.02,-37.5,-59.52,-98.4,-113.49,-151,-211.44,-5.15,-5.32,-3.63,-3.04,-4.33,-12.13,-0.00156,-0.00165,-0.00174,-0.00153,-0.00135,-0.00101,-0.00206,-0.00403,-0.00382,-0.0043,-0.00489,-0.00666,0.0006,-0.00036,-0.00245,-0.00302,-0.0033,-0.00408,-75.31,-74.88,-92.67,-86.74,-91.99,-90.22,1.1172,1.1172,1.1172,1.1172,1.1172,1.1172,16,5,1
48.97,44.53,44.69,35.97,37.82,35.07,83.52,61.51,40.24,19.56,17.97,9.61,0.00002,-0.00015,-0.00016,-0.00048,-0.00043,-0.00056,-0.00005,-0.00012,-0.00012,-0.00025,-0.00022,-0.00026,0,-0.00003,-0.00003,-0.00009,-0.00007,-0.00009,-1.11104,0.00006,0.00006,0.00003,0.00004,0.00004,0.0037,0.00375,0.0037,0.00364,0.00338,0.00316,99.83,99.62,99.64,99.41,99.57,99.45,0.45,0.33,0.33,0.11,0.14,0.03,-9.59,-37.5,-59.52,-98.4,-113.49,-151,-12.96,-5.15,-5.32,-3.63,-3.04,-4.33,-0.00135,-0.00156,-0.00165,-0.00174,-0.00153,-0.00135,-0.00142,-0.00206,-0.00403,-0.00382,-0.0043,-0.00489,0.00205,0.0006,-0.00036,-0.00245,-0.00302,-0.0033,-65.46,-75.31,-74.88,-92.67,-86.74,-91.99,1.1188,1.1188,1.1188,1.1188,1.1188,1.1188,20,5,1
51.02,48.97,44.53,44.69,35.97,37.82,83.53,83.52,61.51,40.24,19.56,17.97,0.00009,0.00002,-0.00015,-0.00016,-0.00048,-0.00043,-0.00002,-0.00005,-0.00012,-0.00012,-0.00025,-0.00022,0.00002,0,-0.00003,-0.00003,-0.00009,-0.00007,-1.11112,0.00008,0.00006,0.00006,0.00003,0.00004,0.00366,0.0037,0.00375,0.0037,0.00364,0.00338,99.41,99.83,99.62,99.64,99.41,99.57,0.51,0.45,0.33,0.33,0.11,0.14,19.37,-9.59,-37.5,-59.52,-98.4,-113.49,-5.06,-12.96,-5.15,-5.32,-3.63,-3.04,-0.0011,-0.00135,-0.00156,-0.00165,-0.00174,-0.00153,0.00056,-0.00142,-0.00206,-0.00403,-0.00382,-0.0043,0.00198,0.00205,0.0006,-0.00036,-0.00245,-0.00302,-60.7,-65.46,-75.31,-74.88,-92.67,-86.74,1.1196,1.1196,1.1196,1.1196,1.1196,1.1196,0,1,1
49.46,51.02,48.97,44.53,44.69,35.97,82.62,83.53,83.52,61.51,40.24,19.56,0.00003,0.00009,0.00002,-0.00015,-0.00016,-0.00048,-0.00004,-0.00002,-0.00005,-0.00012,-0.00012,-0.00025,0.00001,0.00002,0,-0.00003,-0.00003,-0.00009,-1.11121,0.00008,0.00008,0.00006,0.00006,0.00003,0.00364,0.00366,0.0037,0.00375,0.0037,0.00364,99.27,99.41,99.83,99.62,99.64,99.41,0.48,0.51,0.45,0.33,0.33,0.11,41.55,19.37,-9.59,-37.5,-59.52,-98.4,-1.39,-5.06,-12.96,-5.15,-5.32,-3.63,-0.00094,-0.0011,-0.00135,-0.00156,-0.00165,-0.00174,0.00064,0.00056,-0.00142,-0.00206,-0.00403,-0.00382,0.00247,0.00198,0.00205,0.0006,-0.00036,-0.00245,-62.46,-60.7,-65.46,-75.31,-74.88,-92.67,1.119,1.119,1.119,1.119,1.119,1.119,4,1,1
50.23,49.46,51.02,48.97,44.53,44.69,79.89,82.62,83.53,83.52,61.51,40.24,0.00005,0.00003,0.00009,0.00002,-0.00015,-0.00016,-0.00003,-0.00004,-0.00002,-0.00005,-0.00012,-0.00012,0.00001,0.00001,0.00002,0,-0.00003,-0.00003,-1.11128,0.00008,0.00008,0.00008,0.00006,0.00006,0.0036,0.00364,0.00366,0.0037,0.00375,0.0037,99.78,99.27,99.41,99.83,99.62,99.64,0.5,0.48,0.51,0.45,0.33,0.33,50.66,41.55,19.37,-9.59,-37.5,-59.52,-0.96,-1.39,-5.06,-12.96,-5.15,-5.32,-0.00079,-0.00094,-0.0011,-0.00135,-0.00156,-0.00165,0.00055,0.00064,0.00056,-0.00142,-0.00206,-0.00403,0.00157,0.00247,0.00198,0.00205,0.0006,-0.00036,-36.48,-62.46,-60.7,-65.46,-75.31,-74.88,1.1193,1.1193,1.1193,1.1193,1.1193,1.1193,8,1,1
50.78,50.23,49.46,51.02,48.97,44.53,72.84,79.89,82.62,83.53,83.52,61.51,0.00006,0.00005,0.00003,0.00009,0.00002,-0.00015,-0.00002,-0.00003,-0.00004,-0.00002,-0.00005,-0.00012,0.00001,0.00001,0.00001,0.00002,0,-0.00003,-1.11136,0.00008,0.00008,0.00008,0.00008,0.00006,0.00355,0.0036,0.00364,0.00366,0.0037,0.00375,99.79,99.78,99.27,99.41,99.83,99.62,0.52,0.5,0.48,0.51,0.45,0.33,60.39,50.66,41.55,19.37,-9.59,-37.5,-3.01,-0.96,-1.39,-5.06,-12.96,-5.15,-0.00064,-0.00079,-0.00094,-0.0011,-0.00135,-0.00156,-0.00036,0.00055,0.00064,0.00056,-0.00142,-0.00206,0.00215,0.00157,0.00247,0.00198,0.00205,0.0006,-34.61,-36.48,-62.46,-60.7,-65.46,-75.31,1.1195,1.1195,1.1195,1.1195,1.1195,1.1195,12,1,1
46.75,50.78,50.23,49.46,51.02,48.97,55.16,72.84,79.89,82.62,83.53,83.52,-0.00007,0.00006,0.00005,0.00003,0.00009,0.00002,-0.00007,-0.00002,-0.00003,-0.00004,-0.00002,-0.00005,-0.00001,0.00001,0.00001,0.00001,0.00002,0,-1.11145,0.00008,0.00008,0.00008,0.00008,0.00008,0.00351,0.00355,0.0036,0.00364,0.00366,0.0037,99.65,99.79,99.78,99.27,99.41,99.83,0.44,0.52,0.5,0.48,0.51,0.45,59.42,60.39,50.66,41.55,19.37,-9.59,0.34,-3.01,-0.96,-1.39,-5.06,-12.96,-0.00062,-0.00064,-0.00079,-0.00094,-0.0011,-0.00135,-0.00085,-0.00036,0.00055,0.00064,0.00056,-0.00142,0.00273,0.00215,0.00157,0.00247,0.00198,0.00205,-44.37,-34.61,-36.48,-62.46,-60.7,-65.46,1.1182,1.1182,1.1182,1.1182,1.1182,1.1182,16,1,1
40.64,46.75,50.78,50.23,49.46,51.02,28.12,55.16,72.84,79.89,82.62,83.53,-0.00028,-0.00007,0.00006,0.00005,0.00003,0.00009,-0.00016,-0.00007,-0.00002,-0.00003,-0.00004,-0.00002,-0.00006,-0.00001,0.00001,0.00001,0.00001,0.00002,-1.11151,0.00007,0.00008,0.00008,0.00008,0.00008,0.00356,0.00351,0.00355,0.0036,0.00364,0.00366,99.81,99.65,99.79,99.78,99.27,99.41,0.29,0.44,0.52,0.5,0.48,0.51,-22.05,59.42,60.39,50.66,41.55,19.37,1.05,0.34,-3.01,-0.96,-1.39,-5.06,-0.00079,-0.00062,-0.00064,-0.00079,-0.00094,-0.0011,-0.0026,-0.00085,-0.00036,0.00055,0.00064,0.00056,0.00028,0.00273,0.00215,0.00157,0.00247,0.00198,-66.91,-44.37,-34.61,-36.48,-62.46,-60.7,1.1159,1.1159,1.1159,1.1159,1.1159,1.1159,20,1,0
38.13,40.64,46.75,50.78,50.23,49.46,7.93,28.12,55.16,72.84,79.89,82.62,-0.00036,-0.00028,-0.00007,0.00006,0.00005,0.00003,-0.0002,-0.00016,-0.00007,-0.00002,-0.00003,-0.00004,-0.00008,-0.00006,-0.00001,0.00001,0.00001,0.00001,-1.11156,0.00004,0.00007,0.00008,0.00008,0.00008,0.00321,0.00356,0.00351,0.00355,0.0036,0.00364,99.96,99.81,99.65,99.79,99.78,99.27,0.23,0.29,0.44,0.52,0.5,0.48,-76.49,-22.05,59.42,60.39,50.66,41.55,-0.01,1.05,0.34,-3.01,-0.96,-1.39,-0.001,-0.00079,-0.00062,-0.00064,-0.00079,-0.00094,-0.00338,-0.0026,-0.00085,-0.00036,0.00055,0.00064,-0.0017,0.00028,0.00273,0.00215,0.00157,0.00247,-80.42,-66.91,-44.37,-34.61,-36.48,-62.46,1.1148,1.1148,1.1148,1.1148,1.1148,1.1148,0,2,0
37.39,38.13,40.64,46.75,50.78,50.23,5.84,7.93,28.12,55.16,72.84,79.89,-0.00036,-0.00036,-0.00028,-0.00007,0.00006,0.00005,-0.0002,-0.0002,-0.00016,-0.00007,-0.00002,-0.00003,-0.00008,-0.00008,-0.00006,-0.00001,0.00001,0.00001,-1.11159,0.00003,0.00004,0.00007,0.00008,0.00008,0.00256,0.00321,0.00356,0.00351,0.00355,0.0036,99.97,99.96,99.81,99.65,99.79,99.78,0.19,0.23,0.29,0.44,0.52,0.5,-91.41,-76.49,-22.05,59.42,60.39,50.66,-0.05,-0.01,1.05,0.34,-3.01,-0.96,-0.00117,-0.001,-0.00079,-0.00062,-0.00064,-0.00079,-0.00313,-0.00338,-0.0026,-0.00085,-0.00036,0.00055,-0.00193,-0.0017,0.00028,0.00273,0.00215,0.00157,-91.66,-80.42,-66.91,-44.37,-34.61,-36.48,1.1144,1.1144,1.1144,1.1144,1.1144,1.1144,4,2,0
41.48,37.39,38.13,40.64,46.75,50.78,10.78,5.84,7.93,28.12,55.16,72.84,-0.00022,-0.00036,-0.00036,-0.00028,-0.00007,0.00006,-0.00015,-0.0002,-0.0002,-0.00016,-0.00007,-0.00002,-0.00006,-0.00008,-0.00008,-0.00006,-0.00001,0.00001,-1.11162,0.00003,0.00003,0.00004,0.00007,0.00008,0.00242,0.00256,0.00321,0.00356,0.00351,0.00355,100.09,99.97,99.96,99.81,99.65,99.79,0.32,0.19,0.23,0.29,0.44,0.52,-69.11,-91.41,-76.49,-22.05,59.42,60.39,0.08,-0.05,-0.01,1.05,0.34,-3.01,-0.00121,-0.00117,-0.001,-0.00079,-0.00062,-0.00064,-0.00251,-0.00313,-0.00338,-0.0026,-0.00085,-0.00036,-0.00113,-0.00193,-0.0017,0.00028,0.00273,0.00215,-77.12,-91.66,-80.42,-66.91,-44.37,-34.61,1.1155,1.1155,1.1155,1.1155,1.1155,1.1155,8,2,0
42.53,41.48,37.39,38.13,40.64,46.75,18.97,10.78,5.84,7.93,28.12,55.16,-0.00017,-0.00022,-0.00036,-0.00036,-0.00028,-0.00007,-0.00014,-0.00015,-0.0002,-0.0002,-0.00016,-0.00007,-0.00005,-0.00006,-0.00008,-0.00008,-0.00006,-0.00001,-1.11165,0.00004,0.00003,0.00003,0.00004,0.00007,0.00223,0.00242,0.00256,0.00321,0.00356,0.00351,100.04,100.09,99.97,99.96,99.81,99.65,0.37,0.32,0.19,0.23,0.29,0.44,-62.47,-69.11,-91.41,-76.49,-22.05,59.42,1.76,0.08,-0.05,-0.01,1.05,0.34,-0.00121,-0.00121,-0.00117,-0.001,-0.00079,-0.00062,-0.00254,-0.00251,-0.00313,-0.00338,-0.0026,-0.00085,-0.00032,-0.00113,-0.00193,-0.0017,0.00028,0.00273,-73.35,-77.12,-91.66,-80.42,-66.91,-44.37,1.1158,1.1158,1.1158,1.1158,1.1158,1.1158,12,2,0
40.39,42.53,41.48,37.39,38.13,40.64,29.72,18.97,10.78,5.84,7.93,28.12,-0.00023,-0.00017,-0.00022,-0.00036,-0.00036,-0.00028,-0.00016,-0.00014,-0.00015,-0.0002,-0.0002,-0.00016,-0.00007,-0.00005,-0.00006,-0.00008,-0.00008,-0.00006,-1.1117,0.00004,0.00004,0.00003,0.00003,0.00004,0.00196,0.00223,0.00242,0.00256,0.00321,0.00356,100.06,100.04,100.09,99.97,99.96,99.81,0.29,0.37,0.32,0.19,0.23,0.29,-77.04,-62.47,-69.11,-91.41,-76.49,-22.05,-3.46,1.76,0.08,-0.05,-0.01,1.05,-0.00125,-0.00121,-0.00121,-0.00117,-0.001,-0.00079,-0.00244,-0.00254,-0.00251,-0.00313,-0.00338,-0.0026,-0.00009,-0.00032,-0.00113,-0.00193,-0.0017,0.00028,-83.71,-73.35,-77.12,-91.66,-80.42,-66.91,1.115,1.115,1.115,1.115,1.115,1.115,16,2,0
34.16,40.39,42.53,41.48,37.39,38.13,28.79,29.72,18.97,10.78,5.84,7.93,-0.00045,-0.00023,-0.00017,-0.00022,-0.00036,-0.00036,-0.00026,-0.00016,-0.00014,-0.00015,-0.0002,-0.0002,-0.00012,-0.00007,-0.00005,-0.00006,-0.00008,-0.00008,-1.11173,0.00003,0.00004,0.00004,0.00003,0.00003,0.00209,0.00196,0.00223,0.00242,0.00256,0.00321,99.57,100.06,100.04,100.09,99.97,99.96,0.02,0.29,0.37,0.32,0.19,0.23,-130.22,-77.04,-62.47,-69.11,-91.41,-76.49,-8.31,-3.46,1.76,0.08,-0.05,-0.01,-0.00148,-0.00125,-0.00121,-0.00121,-0.00117,-0.001,-0.0041,-0.00244,-0.00254,-0.00251,-0.00313,-0.00338,-0.00065,-0.00009,-0.00032,-0.00113,-0.00193,-0.0017,-93.82,-83.71,-73.35,-77.12,-91.66,-80.42,1.1124,1.1124,1.1124,1.1124,1.1124,1.1124,20,2,0
37.86,34.16,40.39,42.53,41.48,37.39,26.25,28.79,29.72,18.97,10.78,5.84,-0.00032,-0.00045,-0.00023,-0.00017,-0.00022,-0.00036,-0.00021,-0.00026,-0.00016,-0.00014,-0.00015,-0.0002,-0.0001,-0.00012,-0.00007,-0.00005,-0.00006,-0.00008,-1.11174,0.00001,0.00003,0.00004,0.00004,0.00003,0.00215,0.00209,0.00196,0.00223,0.00242,0.00256,99.66,99.57,100.06,100.04,100.09,99.97,0.16,0.02,0.29,0.37,0.32,0.19,-115.38,-130.22,-77.04,-62.47,-69.11,-91.41,-3.76,-8.31,-3.46,1.76,0.08,-0.05,-0.00156,-0.00148,-0.00125,-0.00121,-0.00121,-0.00117,-0.00361,-0.0041,-0.00244,-0.00254,-0.00251,-0.00313,-0.00218,-0.00065,-0.00009,-0.00032,-0.00113,-0.00193,-83.92,-93.82,-83.71,-73.35,-77.12,-91.66,1.1134,1.1134,1.1134,1.1134,1.1134,1.1134,0,3,0
